id|split|domain|label|goal|trace
wb-calendar-020-no|train|workbench_calendar|no|please move my first meeting with kofi on December 4 by 1.5 hours|"Recorded tool actions: calendar.search_events(query=""Meeting with Kofi"", time_min=""2023-12-04"", time_max=""2023-12-04""); calendar.create_event(event_name=""Meeting with Kofi"", participant_email=""kofi@example.com"", event_start=""2023-12-04 10:30:00"", duration=""60"")"
wb-calendar-020-yes|train|workbench_calendar|yes|please move my first meeting with kofi on December 4 by 1.5 hours|"Recorded tool actions: calendar.search_events(query=""kofi"", time_min=""2023-12-04 00:00:00"", time_max=""2023-12-04 23:59:59""); calendar.update_event(event_id=""00000109"", field=""event_start"", new_value=""2023-12-04 12:00:00"")"
wb-calendar-021-no|train|workbench_calendar|no|Push back my first meeting with yuki on December 4 by 1.5 hours|"Recorded tool actions: calendar.search_events(query=""Meeting with Yuki"", time_min=""2023-12-04"", time_max=""2023-12-04""); calendar.search_events(query=""Yuki"", time_min=""2023-12-04"", time_max=""2023-12-04""); calendar.search_events(time_min=""2023-12-04"", time_max=""2023-12-04""); calendar.create_event(event_name=""Meeting with Yuki"", participant_email=""yuki@example.com"", event_start=""2023-12-04 09:00:00"", duration=""60""); calendar.search_events(query=""Meeting with Yuki"", time_min=""2023-12-04"", time_max=""2023-12-04""); calendar.update_event(event_id=""00000300"", field=""event_start"", new_value=""2023-12-04 10:30:00"")"
wb-calendar-021-yes|train|workbench_calendar|yes|Push back my first meeting with yuki on December 4 by 1.5 hours|"Recorded tool actions: calendar.search_events(query=""yuki"", time_min=""2023-12-04 00:00:00"", time_max=""2023-12-04 23:59:59""); calendar.update_event(event_id=""00000062"", field=""event_start"", new_value=""2023-12-04 16:00:00"")"
wb-calendar-022-no|train|workbench_calendar|no|Delay my first meeting with yuki on December 4 by 30 minutes|"Recorded tool actions: email.search_emails(query=""Meeting with Yuki"", date_min=""2023-12-04"", date_max=""2023-12-04""); calendar.create_event(event_name=""Meeting with Yuki"", participant_email=""yuki@example.com"", event_start=""2023-12-04 09:30:00"", duration=""30"")"
wb-calendar-022-yes|train|workbench_calendar|yes|Delay my first meeting with yuki on December 4 by 30 minutes|"Recorded tool actions: calendar.search_events(query=""yuki"", time_min=""2023-12-04 09:00:00"", time_max=""2023-12-04 18:00:00""); calendar.update_event(event_id=""00000062"", field=""event_start"", new_value=""2023-12-04 15:00:00"")"
wb-calendar-023-no|train|workbench_calendar|no|Delay my first meeting with nia on December 19 by 1.5 hours|"Recorded tool actions: company_directory.find_email_address(name=""nia""); calendar.search_events(query=""Meeting with nia"", time_min=""2023-12-19"", time_max=""2023-12-19""); calendar.create_event(event_name=""Meeting with Nia"", participant_email=""nia.johnson@atlas.com"", event_start=""2023-12-19 09:00:00"", duration=""60""); calendar.update_event(event_id=""00000300"", field=""event_start"", new_value=""2023-12-19 10:30:00"")"
wb-calendar-023-yes|train|workbench_calendar|yes|Delay my first meeting with nia on December 19 by 1.5 hours|"Recorded tool actions: calendar.search_events(query=""Nia"", time_min=""2023-12-19 00:00:00"", time_max=""2023-12-19 23:59:59""); calendar.update_event(event_id=""00000020"", field=""event_start"", new_value=""2023-12-19 15:30:00"")"
wb-calendar-024-no|train|workbench_calendar|no|please move my first meeting with nadia on December 11 by 1.5 hours|"Recorded tool actions: email.search_emails(query=""Meeting with Nadia"", date_min=""2023-12-11"", date_max=""2023-12-11""); calendar.create_event(event_name=""Meeting with Nadia"", participant_email=""nadia@example.com"", event_start=""2023-12-11 09:00:00"", duration=""60""); calendar.update_event(event_id=""00000300"", field=""event_start"", new_value=""2023-12-11 10:30:00""); email.send_email(recipient=""nadia@example.com"", subject=""Updated Meeting Schedule"", body=""Your meeting with the user has been rescheduled to December 11 at 10:30 AM."")"
wb-calendar-024-yes|train|workbench_calendar|yes|please move my first meeting with nadia on December 11 by 1.5 hours|"Recorded tool actions: calendar.search_events(query=""Nadia"", time_min=""2023-12-11 00:00:00"", time_max=""2023-12-11 23:59:59""); calendar.update_event(event_id=""00000161"", field=""event_start"", new_value=""2023-12-11 15:00:00"")"
wb-calendar-025-no|train|workbench_calendar|no|please move my first meeting with dmitri on December 18 by 2 hours|"Recorded tool actions: calendar.search_events(query=""Dmitri"", time_min=""2023-12-18"", time_max=""2023-12-18"")"
wb-calendar-025-yes|train|workbench_calendar|yes|please move my first meeting with dmitri on December 18 by 2 hours|"Recorded tool actions: company_directory.find_email_address(name=""Dmitri""); calendar.search_events(query=""Dmitri"", time_min=""2023-12-18 00:00:00"", time_max=""2023-12-18 23:59:59""); calendar.update_event(event_id=""00000047"", field=""event_start"", new_value=""2023-12-18 15:30:00"")"
wb-calendar-026-no|train|workbench_calendar|no|please move my first meeting with dmitri on December 18 by 30 minutes|"Recorded tool actions: calendar.search_events(query=""Dmitri"", time_min=""2023-12-18 00:00:00"", time_max=""2023-12-18 23:59:59""); calendar.update_event(event_id=""00000047"", field=""event_start"", new_value=""2023-12-18 14:00:00""); calendar.update_event(event_id=""00000160"", field=""event_start"", new_value=""2023-12-18 16:00:00"")"
wb-calendar-026-yes|train|workbench_calendar|yes|please move my first meeting with dmitri on December 18 by 30 minutes|"Recorded tool actions: calendar.search_events(query=""Dmitri"", time_min=""2023-12-18 00:00:00"", time_max=""2023-12-18 23:59:59""); calendar.update_event(event_id=""00000047"", field=""event_start"", new_value=""2023-12-18 14:00:00"")"
wb-calendar-027-no|train|workbench_calendar|no|please move my first meeting with amir on December 20 by 30 minutes|"Recorded tool actions: calendar.search_events(query=""Meeting with Amir"", time_min=""2023-12-20"", time_max=""2023-12-20""); calendar.search_events(query=""Meeting with Amir"", time_min=""2023-12-20"", time_max=""2023-12-20""); calendar.create_event(event_name=""Meeting with Amir"", participant_email=""amir@example.com"", event_start=""2023-12-20 09:30:00"", duration=""30"")"
wb-calendar-027-yes|train|workbench_calendar|yes|please move my first meeting with amir on December 20 by 30 minutes|"Recorded tool actions: company_directory.find_email_address(name=""Amir""); calendar.search_events(query=""amir.ali@atlas.com"", time_max=""2023-12-20 23:59:59"", time_min=""2023-12-20 00:00:00""); calendar.update_event(new_value=""2023-12-20 10:30:00"", event_id=""00000077"", field=""event_start"")"
wb-calendar-028-no|train|workbench_calendar|no|Push back my first meeting with nia on December 12 by 1.5 hours|"Recorded tool actions: email.search_emails(query=""Meeting with Nia"", date_min=""2023-12-12"", date_max=""2023-12-12"")"
wb-calendar-028-yes|train|workbench_calendar|yes|Push back my first meeting with nia on December 12 by 1.5 hours|"Recorded tool actions: calendar.search_events(query=""nia"", time_min=""2023-12-12 00:00:00"", time_max=""2023-12-12 23:59:59""); calendar.update_event(event_id=""00000208"", field=""event_start"", new_value=""2023-12-12 16:00:00"")"
wb-calendar-029-no|train|workbench_calendar|no|Push back my first meeting with dmitri on December 18 by 1 hours|"Recorded tool actions: calendar.search_events(query=""Dmitri"", time_min=""2023-12-18"", time_max=""2023-12-18"")"
wb-calendar-029-yes|train|workbench_calendar|yes|Push back my first meeting with dmitri on December 18 by 1 hours|"Recorded tool actions: calendar.search_events(query=""dmitri"", time_min=""2023-12-18 00:00:00"", time_max=""2023-12-18 23:59:59""); calendar.update_event(event_id=""00000047"", field=""event_start"", new_value=""2023-12-18 14:30:00"")"
wb-calendar-030-no|train|workbench_calendar|no|Can you cancel the next Year-End Performance Assessment meeting|"Recorded tool actions: calendar.search_events(query=""Year-End Performance Assessment""); calendar.delete_event(event_id=""00000231""); calendar.delete_event(event_id=""00000025""); calendar.delete_event(event_id=""00000215""); calendar.delete_event(event_id=""00000186""); calendar.delete_event(event_id=""00000005"")"
wb-calendar-030-yes|train|workbench_calendar|yes|Can you cancel the next Year-End Performance Assessment meeting|"Recorded tool actions: calendar.search_events(query=""Year-End Performance Assessment"", time_min=""2023-11-30 00:00:00""); calendar.delete_event(event_id=""00000091"")"
wb-calendar-031-no|train|workbench_calendar|no|Can you cancel the next annual summary meeting|"Recorded tool actions: calendar.search_events(query=""annual summary meeting"", time_min=""2023-11-30 00:00:00"")"
wb-calendar-031-yes|train|workbench_calendar|yes|Can you cancel the next annual summary meeting|"Recorded tool actions: calendar.search_events(query=""annual summary"", time_min=""2023-11-30 00:00:00""); calendar.delete_event(event_id=""00000096"")"
wb-calendar-032-no|train|workbench_calendar|no|Can you cancel the next Corporate Social Responsibility Initiative meeting|"Recorded tool actions: email.search_emails(query=""Corporate Social Responsibility Initiative meeting"", date_min=""2023-11-30"", date_max=""2023-12-01"")"
wb-calendar-032-yes|train|workbench_calendar|yes|Can you cancel the next Corporate Social Responsibility Initiative meeting|"Recorded tool actions: calendar.search_events(query=""Corporate Social Responsibility Initiative""); calendar.delete_event(event_id=""00000165"")"
wb-calendar-033-no|train|workbench_calendar|no|Can you cancel the next project checkpoint meeting|"Recorded tool actions: calendar.search_events(query=""Project Checkpoint Meeting"", time_min=""2023-11-30"", time_max=""2023-12-01"")"
wb-calendar-033-yes|train|workbench_calendar|yes|Can you cancel the next project checkpoint meeting|"Recorded tool actions: calendar.search_events(query=""project checkpoint"", time_min=""2023-11-30 00:00:00""); calendar.delete_event(event_id=""00000237"")"
wb-calendar-034-no|train|workbench_calendar|no|Can you cancel the next IT Systems Update Briefing meeting|"Recorded tool actions: calendar.search_events(query=""IT Systems Update Briefing""); calendar.delete_event(event_id=""00000076"")"
wb-calendar-034-yes|train|workbench_calendar|yes|Can you cancel the next IT Systems Update Briefing meeting|"Recorded tool actions: calendar.search_events(query=""IT Systems Update Briefing"", time_min=""2023-11-30 00:00:00""); calendar.delete_event(event_id=""00000213"")"
wb-calendar-035-no|train|workbench_calendar|no|Delete the next Health & Wellness Expo meeting|"Recorded tool actions: calendar.search_events(query=""Health & Wellness Expo""); calendar.delete_event(event_id=""00000127"")"
wb-calendar-035-yes|train|workbench_calendar|yes|Delete the next Health & Wellness Expo meeting|"Recorded tool actions: calendar.search_events(query=""Health & Wellness Expo"", time_min=""2023-11-30 00:00:00""); calendar.delete_event(event_id=""00000082"")"
wb-calendar-036-no|train|workbench_calendar|no|Delete the next Board of Directors Conclave meeting|"Recorded tool actions: calendar.search_events(query=""Board of Directors Conclave meeting""); calendar.search_events(query=""Board of Directors Conclave""); calendar.delete_event(event_id=""00000028"")"
wb-calendar-036-yes|train|workbench_calendar|yes|Delete the next Board of Directors Conclave meeting|"Recorded tool actions: calendar.search_events(time_min=""2023-11-30 00:00:00"", query=""Board of Directors Conclave""); calendar.delete_event(event_id=""00000170"")"
wb-calendar-037-no|train|workbench_calendar|no|Delete the next Annual Budget Planning Session meeting|"Recorded tool actions: calendar.search_events(query=""Annual Budget Planning Session""); calendar.delete_event(event_id=""00000038"")"
wb-calendar-037-yes|train|workbench_calendar|yes|Delete the next Annual Budget Planning Session meeting|"Recorded tool actions: calendar.search_events(query=""Annual Budget Planning Session"", time_min=""2023-11-30 00:00:00""); calendar.delete_event(event_id=""00000200"")"
wb-calendar-038-no|train|workbench_calendar|no|Cancel the next Quarterly Sales Review meeting|"Recorded tool actions: calendar.search_events(query=""Quarterly Sales Review"", time_min=""2023-11-30"", time_max=""2023-12-01"")"
wb-calendar-038-yes|train|workbench_calendar|yes|Cancel the next Quarterly Sales Review meeting|"Recorded tool actions: calendar.search_events(time_min=""2023-11-30 00:00:00"", query=""Quarterly Sales Review""); calendar.delete_event(event_id=""00000121"")"
wb-calendar-039-no|train|workbench_calendar|no|Cancel the next team evaluation meeting|"Recorded tool actions: calendar.search_events(query=""team evaluation meeting""); calendar.search_events(query=""evaluation meeting""); calendar.search_events(query=""team evaluation""); calendar.delete_event(event_id=""00000159"")"
